31,34,34,34,34,31,31,31,0,34
25,34,34,34,34,31,31,31,34,39
34,34,34,34,31,31,31,0,34,34
34,34,34,34,31,31,31,34,39,4
34,34,34,31,31,31,0,34,34,39
34,34,34,31,31,31,34,39,4,34
34,34,31,31,31,0,34,34,39,31
34,34,31,31,31,34,39,4,34,31
34,31,31,31,0,34,34,39,31,31
34,31,31,31,34,39,4,34,31,31
31,31,31,0,34,34,39,31,31,31
31,31,31,34,39,4,34,31,31,31
31,31,0,34,34,39,31,31,31,31
31,31,34,39,4,34,31,31,31,31
31,0,34,34,39,31,31,31,31,31
31,34,39,4,34,31,31,31,31,31
0,34,34,39,31,31,31,31,31,31
34,39,4,34,31,31,31,31,31,31
34,34,39,31,31,31,31,31,31,31
39,4,34,31,31,31,31,31,31,31
34,39,31,31,31,31,31,31,31,30
4,34,31,31,31,31,31,31,31,39
39,31,31,31,31,31,31,31,30,34
34,31,31,31,31,31,31,31,39,34
31,31,31,31,31,31,31,30,34,34
31,31,31,31,31,31,31,39,34,31
31,31,31,31,31,31,30,34,34,34
31,31,31,31,31,31,39,34,31,34
31,31,31,31,31,30,34,34,34,6
31,31,31,31,31,39,34,31,34,31
31,31,31,31,30,34,34,34,6,31
31,31,31,31,39,34,31,34,31,31
31,31,31,30,34,34,34,6,31,34
31,31,31,39,34,31,34,31,31,34
31,31,30,34,34,34,6,31,34,31
31,31,39,34,31,34,31,31,34,31
31,30,34,34,34,6,31,34,31,31
31,39,34,31,34,31,31,34,31,25
30,34,34,34,6,31,34,31,31,34
39,34,31,34,31,31,34,31,25,34
34,34,34,6,31,34,31,31,34,29
34,31,34,31,31,34,31,25,34,39
34,34,6,31,34,31,31,34,29,34
31,34,31,31,34,31,25,34,39,34
34,6,31,34,31,31,34,29,34,39
34,31,31,34,31,25,34,39,34,2
6,31,34,31,31,34,29,34,39,31
31,31,34,31,25,34,39,34,2,34
31,34,31,31,34,29,34,39,31,31
31,34,31,25,34,39,34,2,34,31
34,31,31,34,29,34,39,31,31,4
34,31,25,34,39,34,2,34,31,31
31,31,34,29,34,39,31,31,4,31
31,25,34,39,34,2,34,31,31,15
31,34,29,34,39,31,31,4,31,34
25,34,39,34,2,34,31,31,15,23
34,29,34,39,31,31,4,31,34,39
34,39,34,2,34,31,31,15,23,34
29,34,39,31,31,4,31,34,39,16
39,34,2,34,31,31,15,23,34,8
34,39,31,31,4,31,34,39,16,15
34,2,34,31,31,15,23,34,8,34
39,31,31,4,31,34,39,16,15,31
2,34,31,31,15,23,34,8,34,31
31,31,4,31,34,39,16,15,31,36
34,31,31,15,23,34,8,34,31,39
31,4,31,34,39,16,15,31,36,31
31,31,15,23,34,8,34,31,39,31
4,31,34,39,16,15,31,36,31,17
31,15,23,34,8,34,31,39,31,23
31,34,39,16,15,31,36,31,17,38
15,23,34,8,34,31,39,31,23,34
34,39,16,15,31,36,31,17,38,36
23,34,8,34,31,39,31,23,34,31
39,16,15,31,36,31,17,38,36,34
34,8,34,31,39,31,23,34,31,31
16,15,31,36,31,17,38,36,34,31
8,34,31,39,31,23,34,31,31,31
15,31,36,31,17,38,36,34,31,31
34,31,39,31,23,34,31,31,31,31
31,36,31,17,38,36,34,31,31,31
31,39,31,23,34,31,31,31,31,31
36,31,17,38,36,34,31,31,31,39
39,31,23,34,31,31,31,31,31,34
31,17,38,36,34,31,31,31,39,34
31,23,34,31,31,31,31,31,34,34
17,38,36,34,31,31,31,39,34,34
23,34,31,31,31,31,31,34,34,34
38,36,34,31,31,31,39,34,34,34
34,31,31,31,31,31,34,34,34,34
36,34,31,31,31,39,34,34,34,7
31,31,31,31,31,34,34,34,34,22
34,31,31,31,39,34,34,34,7,1
31,31,31,31,34,34,34,34,22,31
31,31,31,39,34,34,34,7,1,31
31,31,31,34,34,34,34,22,31,39
31,31,39,34,34,34,7,1,31,31
31,31,34,34,34,34,22,31,39,31
31,39,34,34,34,7,1,31,31,31
31,34,34,34,34,22,31,39,31,31
39,34,34,34,7,1,31,31,31,27
34,34,34,34,22,31,39,31,31,34
34,34,34,7,1,31,31,31,27,34
34,34,34,22,31,39,31,31,34,39
34,34,7,1,31,31,31,27,34,34
34,34,22,31,39,31,31,34,39,34
34,7,1,31,31,31,27,34,34,39
34,22,31,39,31,31,34,39,34,34
7,1,31,31,31,27,34,34,39,4
22,31,39,31,31,34,39,34,34,15
1,31,31,31,27,34,34,39,4,31
31,39,31,31,34,39,34,34,15,31
31,31,31,27,34,34,39,4,31,15
39,31,31,34,39,34,34,15,31,31
31,31,27,34,34,39,4,31,15,34
31,31,34,39,34,34,15,31,31,34
31,27,34,34,39,4,31,15,34,34
31,34,39,34,34,15,31,31,34,31
27,34,34,39,4,31,15,34,34,15
34,39,34,34,15,31,31,34,31,34
34,34,39,4,31,15,34,34,15,31
39,34,34,15,31,31,34,31,34,39
34,39,4,31,15,34,34,15,31,34
34,34,15,31,31,34,31,34,39,31
39,4,31,15,34,34,15,31,34,31
34,15,31,31,34,31,34,39,31,2
4,31,15,34,34,15,31,34,31,31
15,31,31,34,31,34,39,31,2,2
31,15,34,34,15,31,34,31,31,34
31,31,34,31,34,39,31,2,2,39
15,34,34,15,31,34,31,31,34,31
31,34,31,34,39,31,2,2,39,25
34,34,15,31,34,31,31,34,31,34
34,31,34,39,31,2,2,39,25,31
34,15,31,34,31,31,34,31,34,31
31,34,39,31,2,2,39,25,31,15
15,31,34,31,31,34,31,34,31,2
34,39,31,2,2,39,25,31,15,31
31,34,31,31,34,31,34,31,2,34
39,31,2,2,39,25,31,15,31,34
34,31,31,34,31,34,31,2,34,23
31,2,2,39,25,31,15,31,34,39
31,31,34,31,34,31,2,34,23,34
2,2,39,25,31,15,31,34,39,2
31,34,31,34,31,2,34,23,34,39
2,39,25,31,15,31,34,39,2,34
34,31,34,31,2,34,23,34,39,31
39,25,31,15,31,34,39,2,34,31
31,34,31,2,34,23,34,39,31,39
25,31,15,31,34,39,2,34,31,16
34,31,2,34,23,34,39,31,39,35
31,15,31,34,39,2,34,31,16,34
31,2,34,23,34,39,31,39,35,2
15,31,34,39,2,34,31,16,34,31
2,34,23,34,39,31,39,35,2,31
31,34,39,2,34,31,16,34,31,34
34,23,34,39,31,39,35,2,31,34
34,39,2,34,31,16,34,31,34,34
23,34,39,31,39,35,2,31,34,34
39,2,34,31,16,34,31,34,34,34
34,39,31,39,35,2,31,34,34,34
2,34,31,16,34,31,34,34,34,34
39,31,39,35,2,31,34,34,34,34
34,31,16,34,31,34,34,34,34,34
31,39,35,2,31,34,34,34,34,36
31,16,34,31,34,34,34,34,34,23
39,35,2,31,34,34,34,34,36,30
16,34,31,34,34,34,34,34,23,30
35,2,31,34,34,34,34,36,30,5
34,31,34,34,34,34,34,23,30,10
2,31,34,34,34,34,36,30,5,17
31,34,34,34,34,34,23,30,10,38
31,34,34,34,34,36,30,5,17,39
34,34,34,34,34,23,30,10,38,34
34,34,34,34,36,30,5,17,39,31
34,34,34,34,23,30,10,38,34,31
34,34,34,36,30,5,17,39,31,34
34,34,34,23,30,10,38,34,31,34
34,34,36,30,5,17,39,31,34,34
34,34,23,30,10,38,34,31,34,39
34,36,30,5,17,39,31,34,34,31
34,23,30,10,38,34,31,34,39,31
36,30,5,17,39,31,34,34,31,25
23,30,10,38,34,31,34,39,31,31
30,5,17,39,31,34,34,31,25,31
30,10,38,34,31,34,39,31,31,31
5,17,39,31,34,34,31,25,31,31
10,38,34,31,34,39,31,31,31,31
17,39,31,34,34,31,25,31,31,31
38,34,31,34,39,31,31,31,31,34
39,31,34,34,31,25,31,31,31,31
34,31,34,39,31,31,31,31,34,34
31,34,34,31,25,31,31,31,31,34
31,34,39,31,31,31,31,34,34,34
34,34,31,25,31,31,31,31,34,34
34,39,31,31,31,31,34,34,34,34
34,31,25,31,31,31,31,34,34,34
39,31,31,31,31,34,34,34,34,34
31,25,31,31,31,31,34,34,34,34
31,31,31,31,34,34,34,34,34,39
25,31,31,31,31,34,34,34,34,34
31,31,31,34,34,34,34,34,39,34
31,31,31,31,34,34,34,34,34,31
31,31,34,34,34,34,34,39,34,31
31,31,31,34,34,34,34,34,31,34
31,34,34,34,34,34,39,34,31,34
31,31,34,34,34,34,34,31,34,39
34,34,34,34,34,39,34,31,34,34
31,34,34,34,34,34,31,34,39,31
34,34,34,34,39,34,31,34,34,31
34,34,34,34,34,31,34,39,31,25
34,34,34,39,34,31,34,34,31,2
34,34,34,34,31,34,39,31,25,31
34,34,39,34,31,34,34,31,2,31
34,34,34,31,34,39,31,25,31,25
34,39,34,31,34,34,31,2,31,31
34,34,31,34,39,31,25,31,25,39
39,34,31,34,34,31,2,31,31,34
34,31,34,39,31,25,31,25,39,34
34,31,34,34,31,2,31,31,34,31
31,34,39,31,25,31,25,39,34,39
31,34,34,31,2,31,31,34,31,39
34,39,31,25,31,25,39,34,39,34
34,34,31,2,31,31,34,31,39,31
39,31,25,31,25,39,34,39,34,31
34,31,2,31,31,34,31,39,31,31
31,25,31,25,39,34,39,34,31,31
31,2,31,31,34,31,39,31,31,39
25,31,25,39,34,39,34,31,31,23
2,31,31,34,31,39,31,31,39,31
31,25,39,34,39,34,31,31,23,31
31,31,34,31,39,31,31,39,31,34
25,39,34,39,34,31,31,23,31,34
31,34,31,39,31,31,39,31,34,39
39,34,39,34,31,31,23,31,34,2
34,31,39,31,31,39,31,34,39,31
34,39,34,31,31,23,31,34,2,31
31,39,31,31,39,31,34,39,31,31
39,34,31,31,23,31,34,2,31,31
39,31,31,39,31,34,39,31,31,15
34,31,31,23,31,34,2,31,31,31
