84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,84,84,84,84,84,84,84,84
